City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,kununurra,-15.7667,128.7333,308.14,49,75,3.6,AU,1707550782
270,horta,38.5333,-28.6333,290.38,97,75,8.23,PT,1707550782
271,aasiaat,68.7098,-52.8699,259.47,82,100,4.36,GL,1707550782
272,poteau,35.0537,-94.6236,287.03,67,0,2.57,US,1707550782
273,okhotsk,59.3833,143.3,247.99,88,92,1.32,RU,1707550782
274,vorkuta,67.5,64.0,248.86,92,100,6.51,RU,1707550782
275,macapa,0.0389,-51.0664,300.14,89,75,3.09,BR,1707550782
276,revda,56.801,59.9303,256.42,92,100,5.6,RU,1707550783
277,ust'-kut,56.7938,105.7672,271.17,88,100,3.58,RU,1707550783
278,pangody,65.85,74.4859,257.24,95,98,6.56,RU,1707550783
279,arraial do cabo,-22.9661,-42.0278,298.39,84,58,7.26,BR,1707550753
280,novouzensk,50.4592,48.1431,266.61,80,95,1.87,RU,1707550783
281,sarmiento,-45.5882,-69.07,291.27,47,47,2.5,AR,1707550783
282,tura,25.5198,90.2201,298.69,24,0,4.06,IN,1707550783
283,hamah,35.1318,36.7578,286.63,69,0,2.58,SY,1707550784
284,banda aceh,5.5577,95.3222,304.54,58,88,3.95,ID,1707550784
285,al qusiyah,27.4402,30.8184,287.3,42,0,4.55,EG,1707550784
286,changji,44.0167,87.3167,268.59,68,41,2.0,CN,1707550784
287,kingston,17.997,-76.7936,296.68,77,20,3.09,JM,1707550721
288,maridi,4.9158,29.4742,304.26,28,76,2.66,SS,1707550784
289,ujae,8.9322,165.7642,300.02,75,82,10.43,MH,1707550784
290,gazli,40.1333,63.45,289.02,30,100,2.71,UZ,1707550785
291,las tablas,7.7667,-80.2833,296.02,99,76,5.69,PA,1707550720
292,maceio,-9.6658,-35.7353,298.84,100,40,1.54,BR,1707550785
293,kiruhura,-2.4773,29.7679,295.96,73,14,0.89,RW,1707550785
294,cascais,38.6979,-9.4215,285.96,85,20,9.83,PT,1707550785
295,itigi,-5.7,34.4833,298.27,67,83,2.28,TZ,1707550785
296,weiz,47.2167,15.6167,283.69,83,100,0.89,AT,1707550785
297,perelyub,51.8667,50.3667,259.19,94,63,2.41,RU,1707550786
298,beyla,8.6833,-8.6333,295.19,26,56,0.86,GN,1707550786
299,villa gesell,-37.2639,-56.973,295.4,98,100,5.42,AR,1707550786
300,morant bay,17.8815,-76.4093,296.94,94,14,1.85,JM,1707550786
301,anadyr,64.75,177.4833,255.43,77,0,7.0,RU,1707550786
302,corn island,12.1694,-83.0418,298.66,79,62,3.56,NI,1707550786
303,ciutadella,40.0011,3.8414,287.6,76,48,8.13,ES,1707550714
304,huarmey,-10.0681,-78.1522,297.84,81,71,3.18,PE,1707550787
305,egilsstadir,65.2653,-14.3948,265.1,86,100,1.03,IS,1707550787
306,calama,-22.4667,-68.9333,286.42,54,0,5.66,CL,1707550787
307,liuli,-11.0833,34.6333,300.55,73,100,1.52,TZ,1707550787
308,santa maria,-29.6842,-53.8069,295.7,86,72,2.22,BR,1707550787
309,talcher,20.95,85.2167,304.83,19,0,0.62,IN,1707550787
310,la'ie,21.6477,-157.9253,295.43,83,2,3.13,US,1707550787
311,mahina,-17.5065,-149.489,298.02,94,75,3.6,PF,1707550787
312,gulf shores,30.246,-87.7008,291.25,83,100,1.54,US,1707550788
313,klyuchi,52.2667,79.1667,272.04,68,100,8.98,RU,1707550788
314,lovington,32.944,-103.3485,279.28,44,100,3.26,US,1707550788
315,polyarnyy,69.1989,33.4478,259.8,87,100,2.98,RU,1707550788
316,lamu,-2.2717,40.902,302.99,69,95,6.94,KE,1707550788
317,neryungri,56.6709,124.6491,252.06,99,100,1.06,RU,1707550788
318,zapala,-38.8992,-70.0544,288.97,86,95,2.24,AR,1707550788
319,gereida,11.2811,25.1414,302.06,11,48,6.57,SD,1707550789
320,ust'-ilimsk,58.0006,102.6619,272.28,90,100,3.58,RU,1707550789
321,tidjikja,18.5564,-11.4271,293.95,10,0,3.04,MR,1707550789
322,likiep,9.8251,169.3107,299.51,76,100,10.64,MH,1707550789
323,turkmenbasy,40.0222,52.9552,288.58,47,0,9.26,TM,1707550789
324,jamestown,42.097,-79.2353,283.92,88,75,5.66,US,1707550687
325,kone,-21.0595,164.8658,298.51,84,41,3.74,NC,1707550789
326,salinopolis,-0.6136,-47.3561,299.09,90,58,4.86,BR,1707550790
327,preobrazheniye,42.9019,133.9064,269.7,68,92,0.77,RU,1707550790
328,tahoua,14.8888,5.2692,290.14,20,0,3.09,NE,1707550790
329,bayanhongor,46.7167,100.1167,260.32,80,95,0.11,MN,1707550506
330,kyshtovka,56.555,76.6271,262.78,86,100,4.92,RU,1707550790
331,valparaiso,-33.0393,-71.6273,285.95,87,0,2.06,CL,1707550623
332,kayangel,8.0823,134.7173,300.41,84,100,9.68,PW,1707550790
333,mazagao,-0.115,-51.2894,300.18,99,56,1.7,BR,1707550791
334,vila velha,-20.3297,-40.2925,296.12,96,100,4.12,BR,1707550791
335,murzuq,25.9155,13.9184,288.69,22,30,5.74,LY,1707550791
336,hilo,19.7297,-155.09,294.6,92,100,1.54,US,1707550724
337,alta,69.9689,23.2717,256.74,73,100,6.17,NO,1707550791
338,paracale,14.2804,122.7881,298.65,77,41,6.73,PH,1707550791
339,iskateley,67.6803,53.1512,250.38,99,68,3.58,RU,1707550791
340,tazovsky,67.4667,78.7,257.17,94,100,5.9,RU,1707550791
341,galliano,29.4422,-90.2992,291.15,91,100,2.48,US,1707550791
342,murray,40.6669,-111.888,272.17,80,0,3.09,US,1707550764
343,ishigaki,24.3448,124.1572,290.22,63,75,6.17,JP,1707550792
344,puerto aysen,-45.4,-72.7,284.88,100,100,1.26,CL,1707550792
345,candelaria,13.9311,121.4233,300.59,67,51,5.23,PH,1707550792
346,nizhnyaya tavda,57.6731,66.1725,261.33,91,100,5.37,RU,1707550792
347,illapel,-31.6308,-71.1653,294.48,61,0,1.35,CL,1707550792
348,taulaga,-11.0553,-171.0883,302.36,81,100,9.38,AS,1707550792
349,cole harbour,44.6724,-63.4751,273.86,91,40,1.34,CA,1707550792
350,kayenta,36.7278,-110.2546,271.9,76,98,1.0,US,1707550793
351,mar del plata,-38.0023,-57.5575,295.42,98,100,9.39,AR,1707550793
352,isafjordur,66.0755,-23.124,266.22,71,98,2.25,IS,1707550793
353,newman,37.3138,-121.0208,280.95,84,15,2.24,US,1707550793
354,mao,39.8885,4.2658,287.46,77,20,8.23,ES,1707550793
355,pacific grove,36.6177,-121.9166,282.97,85,0,0.0,US,1707550793
356,taltal,-25.4,-70.4833,294.42,85,32,1.13,CL,1707550793
357,lucheng,31.2336,117.2806,287.48,50,0,5.19,CN,1707550568
358,kadinhani,38.2397,32.2114,276.5,50,98,1.2,TR,1707550794
359,yinchuan,38.4681,106.2731,276.95,29,0,2.31,CN,1707550794
360,greenville,35.6127,-77.3663,284.33,95,75,1.34,US,1707550778
361,idri,27.5,13.2667,289.11,22,26,4.75,LY,1707550794
362,sumbawa besar,-8.5,117.4333,302.53,77,36,2.44,ID,1707550794
363,menaka,15.9182,2.4022,295.89,11,0,3.54,ML,1707550794
364,tual,-5.6667,132.75,301.72,81,100,6.78,ID,1707550795
365,brookings,44.3114,-96.7984,272.07,93,100,4.12,US,1707550585
366,santa cruz cabralia,-16.2781,-39.0247,295.28,100,75,1.03,BR,1707550795
367,belmonte,-15.8631,-38.8828,296.46,88,81,1.92,BR,1707550795
368,itaituba,-4.2761,-55.9836,296.19,98,100,1.04,BR,1707550795
369,mazamitla,19.9167,-103.0333,281.05,45,55,2.12,MX,1707550795
370,vadso,70.0744,29.7487,261.24,85,100,2.57,NO,1707550795
371,punaauia,-17.6333,-149.6,297.95,94,75,8.05,PF,1707550796
372,kharp,66.8014,65.8081,250.23,91,93,1.21,RU,1707550796
373,adrian,41.8975,-84.0372,284.5,86,75,2.06,US,1707550796
374,vilyuysk,63.7553,121.6247,248.15,92,100,2.24,RU,1707550796
375,arish,31.1316,33.7984,286.25,71,0,2.06,EG,1707550796
376,suntar,62.1444,117.6319,247.9,97,100,1.69,RU,1707550796
377,tucuma,-0.1833,-50.05,298.53,91,70,3.45,BR,1707550796
378,shimoda,34.6667,138.95,286.35,54,1,9.94,JP,1707550797
379,obidos,-1.9175,-55.5181,298.0,76,100,1.36,BR,1707550797
380,gaomi,36.3833,119.7528,279.39,38,55,4.24,CN,1707550797
381,cloverdale,38.8055,-123.0172,281.13,87,28,0.45,US,1707550797
382,keetmanshoop,-26.5833,18.1333,292.66,45,8,1.03,NA,1707550797
383,sao felix do xingu,-6.6447,-51.995,295.98,99,100,1.03,BR,1707550797
384,katsuren-haebaru,26.3369,127.8719,290.42,51,40,6.17,JP,1707550798
385,castillos,-34.1667,-53.8333,296.38,90,100,4.66,UY,1707550798
386,mungwi,-10.1732,31.3694,297.51,71,90,1.36,ZM,1707550798
387,michalovce,48.7543,21.9195,283.68,90,100,4.16,SK,1707550798
388,karwar,14.8,74.1333,301.45,59,1,4.27,IN,1707550798
389,bayganin,48.6947,55.8742,268.75,87,100,1.14,KZ,1707550798
390,celestun,20.8667,-90.4,294.41,74,0,5.67,MX,1707550798
391,vilyeyka,54.4896,26.9062,269.89,84,100,5.93,BY,1707550799
392,totness,5.8833,-56.3167,298.37,85,80,3.47,SR,1707550799
393,aripuana,-9.1667,-60.6333,296.66,97,98,0.67,BR,1707550510
394,ceerigaabo,10.6162,47.368,294.27,54,12,3.78,SO,1707550799
395,arteche,12.2645,125.4048,300.19,70,12,4.61,PH,1707550799
396,upington,-28.4478,21.2561,294.36,46,0,3.09,ZA,1707550799
397,akbarabad,29.2464,52.7793,284.94,25,24,1.01,IR,1707550799
398,meadow lake,34.8014,-106.5436,276.2,47,100,2.44,US,1707550799
399,chunskiy,56.0815,99.6342,272.41,90,100,3.53,RU,1707550800
400,daru,-9.0763,143.2092,300.67,81,99,1.47,PG,1707550800
401,skocjan,45.9067,15.2914,286.79,90,0,1.54,SI,1707550800
402,kittila,67.6647,24.8936,251.27,77,100,3.6,FI,1707550800
403,hage,53.6167,7.2667,282.0,96,70,3.73,DE,1707550800
404,yelizovo,53.1873,158.3805,264.23,41,0,3.0,RU,1707550800
405,bobo-dioulasso,11.1771,-4.2979,292.4,34,51,0.0,BF,1707550800
406,mujiayingzi,42.1167,118.7833,272.79,19,0,4.95,CN,1707550801
407,keflavik,64.0049,-22.5624,268.1,73,20,4.63,IS,1707550801
408,prince albert,53.2001,-105.7677,265.12,67,100,3.6,CA,1707550801
409,smithers,54.7804,-127.1743,269.33,86,100,2.06,CA,1707550512
410,bastia,42.6667,9.3333,286.09,89,75,3.09,FR,1707550801
411,ouled mimoun,34.9047,-1.0339,283.16,73,34,13.04,DZ,1707550801
412,muli,2.9167,73.5667,301.08,73,100,7.28,MV,1707550802
413,aswan,24.0934,32.907,290.76,31,0,3.6,EG,1707550802
414,mersa matruh,31.3525,27.2453,287.26,88,20,1.54,EG,1707550802
415,quelimane,-17.8786,36.8883,302.12,79,75,1.54,MZ,1707550802
416,colonia menno,-22.3667,-59.8167,298.16,91,100,3.8,PY,1707550803
417,caleta de carquin,-11.0925,-77.6267,296.86,85,40,5.05,PE,1707550803
418,nadym,65.5333,72.5167,255.72,95,100,7.67,RU,1707550803
419,novoagansk,61.9449,76.6625,263.04,94,100,4.85,RU,1707550803
420,kondopoga,62.2057,34.2614,250.97,99,100,0.98,RU,1707550803
421,kijang,35.2442,129.2139,281.0,38,77,3.77,KR,1707550803
422,panaba,21.2833,-88.2667,294.79,81,94,2.71,MX,1707550804
423,tongliao,43.6125,122.2653,267.57,80,4,2.57,CN,1707550804
424,guerrero negro,27.9769,-114.0611,288.2,70,18,7.37,MX,1707550601
425,ciudad lazaro cardenas,17.9583,-102.2,294.09,85,24,1.81,MX,1707550804
426,ribas do rio pardo,-20.4431,-53.7592,296.49,82,99,0.58,BR,1707550804
427,joypur hat,25.0943,89.0217,300.4,22,0,2.9,BD,1707550804
428,svetlyy,54.675,20.1347,273.35,94,100,5.92,RU,1707550805
429,redbank plains,-27.6461,152.8596,297.44,93,100,3.29,AU,1707550805
430,pitiquito,30.7,-112.0833,284.23,62,37,1.84,MX,1707550805
431,mukalla,14.5425,49.1242,300.51,54,45,4.78,YE,1707550805
432,lusambo,-4.9667,23.45,295.84,97,100,0.43,CD,1707550806
433,conduaga,8.862,117.4893,300.54,79,36,9.19,PH,1707550806
434,muisne,0.6,-80.0333,298.21,91,100,0.27,EC,1707550806
435,conception bay south,47.4999,-52.9981,269.68,95,100,3.94,CA,1707550806
436,ust-tsilma,65.441,52.1498,252.93,97,23,2.68,RU,1707550806
437,moab,38.5733,-109.5498,275.09,90,100,1.61,US,1707550514
438,port antonio,18.18,-76.4612,297.1,76,57,4.51,JM,1707550802
439,luderitz,-26.6481,15.1594,297.23,44,5,11.04,NA,1707550807
440,urengoy,65.9667,78.3667,257.62,93,100,6.76,RU,1707550807
441,qarazhal,48.0078,70.7903,273.32,98,100,4.41,KZ,1707550807
442,bubaque,11.2833,-15.8333,299.14,68,0,4.18,GW,1707550807
443,manokwari,-0.8667,134.0833,300.99,78,59,4.34,ID,1707550807
444,mhamid,29.82,-5.72,289.07,64,100,7.03,MA,1707550807
445,mejit,10.2753,170.8646,299.45,77,100,10.49,MH,1707550807
446,eyl,7.9803,49.8164,303.53,45,100,10.06,SO,1707550808
447,antofagasta,-23.65,-70.4,294.75,85,77,2.6,CL,1707550808
448,wladyslawowo,54.7909,18.4009,274.78,94,100,9.65,PL,1707550808
449,chipinge,-20.1883,32.6236,301.33,37,79,1.35,ZW,1707550808
450,ulanhot,46.0833,122.0833,267.2,62,73,1.37,CN,1707550808
451,pingzhuang,42.0372,119.2889,273.24,26,0,2.85,CN,1707550808
452,singkil,-7.9855,111.4161,301.98,81,100,2.44,ID,1707550809
453,guelph,43.5501,-80.2497,282.25,86,75,3.09,CA,1707550809
454,aketi,2.7388,23.7833,307.33,24,100,0.65,CD,1707550809
455,sultanah,24.4926,39.5857,295.4,46,0,2.57,SA,1707550809
456,kokopo,-4.352,152.2633,299.85,83,100,4.46,PG,1707550809
457,boa vista,2.8197,-60.6733,300.14,74,0,5.14,BR,1707550809
458,le port,-20.9373,55.2919,302.13,79,100,2.65,RE,1707550809
459,carbonear,47.7332,-53.2148,270.44,93,100,2.81,CA,1707550810
460,san patricio,28.017,-97.5169,294.73,84,100,2.84,US,1707550810
461,belyy yar,53.6039,91.3903,279.09,52,0,6.0,RU,1707550810
462,deltona,28.9005,-81.2637,289.27,76,0,0.0,US,1707550552
463,faya-largeau,17.9257,19.1043,293.09,15,0,7.2,TD,1707550810
464,rongelap,11.1635,166.8941,299.26,83,98,10.38,MH,1707550810
465,clarion,41.2148,-79.3853,282.69,89,100,4.28,US,1707550811
466,toungo,8.1167,12.05,301.06,16,7,1.28,NG,1707550811
467,coahuayana de hidalgo,18.7,-103.6583,292.54,90,42,1.67,MX,1707550811
468,tabou,4.423,-7.3528,300.27,85,13,1.02,CI,1707550811
469,kargil,34.5667,76.1,259.0,38,1,0.51,IN,1707550811
470,kurgan,55.45,65.3333,257.56,90,88,5.81,RU,1707550811
471,okha,53.5739,142.9478,249.01,100,53,2.42,RU,1707550812
472,taoudenni,22.6783,-3.9836,293.22,10,5,2.47,ML,1707550812
473,zhanaozen,43.3,52.8,285.44,48,2,3.51,KZ,1707550812
474,fort st. john,56.2499,-120.8529,266.09,68,20,5.14,CA,1707550662
475,zalingei,12.9096,23.4741,301.03,15,53,1.23,SD,1707550812
476,gazojak,41.1875,61.4036,289.99,27,98,5.77,TM,1707550812
477,catriel,-37.8791,-67.7956,292.53,84,50,2.43,AR,1707550813
478,ivins,37.1686,-113.6794,276.77,87,100,0.45,US,1707550813
479,berdigestyakh,62.0989,126.6992,243.9,99,100,1.99,RU,1707550813
480,sandnessjoen,66.0217,12.6316,259.44,82,65,8.32,NO,1707550813
481,kaliua,-5.0606,31.7936,297.85,78,63,2.03,TZ,1707550813
482,prince rupert,54.3161,-130.3201,278.2,93,100,11.83,CA,1707550813
483,ko pha ngan,9.7578,100.0291,301.53,74,96,8.19,TH,1707550813
484,shiyan,32.6475,110.7781,290.35,25,0,4.26,CN,1707550814
485,turuntayevo,52.2,107.6167,265.2,82,84,1.74,RU,1707550814
486,shira,54.4911,89.9531,276.9,78,48,11.85,RU,1707550814
487,sanming,26.2486,117.6186,289.67,42,31,1.11,CN,1707550814
488,ashland,40.8167,-82.2665,285.52,93,100,7.26,US,1707550487
489,shahr-e kord,32.3256,50.8644,277.02,35,0,2.06,IR,1707550815
490,murun-kuren,49.6342,100.1625,267.58,72,97,1.17,MN,1707550815
491,carauari,-4.8828,-66.8958,296.74,98,100,0.49,BR,1707550815
492,recani,31.2846,-4.2688,286.34,60,58,1.59,MA,1707550815
493,reggane,26.7158,0.1714,292.5,10,85,5.95,DZ,1707550815
494,joshimath,30.5667,79.5667,287.14,20,0,3.11,IN,1707550815
495,tianfu,37.1936,122.0511,276.21,70,7,3.24,CN,1707550816
496,chilliwack,49.1747,-121.9443,275.94,89,40,0.45,CA,1707550816
497,al artawiyah,26.5053,45.3444,292.87,37,100,7.13,SA,1707550816
498,bridgewater,44.3835,-64.5155,273.97,80,20,1.54,CA,1707550816
499,porto novo,6.4965,2.6036,301.05,72,5,1.81,BJ,1707550816
500,es castell,39.8795,4.2854,287.53,77,20,8.23,ES,1707550816
501,moose jaw,50.4001,-105.5344,265.29,73,25,4.63,CA,1707550816
502,amos,48.5669,-78.1162,273.59,96,100,3.61,CA,1707550816
503,lompoc,34.6391,-120.4579,282.98,82,0,3.09,US,1707550817
504,lazaro cardenas,17.9583,-102.2,294.09,85,24,1.81,MX,1707550804
505,arno,60.1167,18.6333,265.81,84,48,4.61,SE,1707550817
506,benjamin hill,30.1667,-111.1,281.94,61,0,1.82,MX,1707550817
507,natal,-5.795,-35.2094,300.51,83,40,3.09,BR,1707550549
508,yima,34.7381,111.8839,281.89,44,26,7.27,CN,1707550817
509,ustrzyki dolne,49.4304,22.5938,281.33,88,100,6.05,PL,1707550817
510,tumaco,1.7986,-78.8156,298.19,90,61,0.6,CO,1707550818
511,al kharj,24.155,47.3346,292.47,27,100,5.02,SA,1707550818
512,jutai,-5.1833,-68.9,297.06,94,100,0.71,BR,1707550818
513,scottburgh,-30.2867,30.7532,298.0,52,25,10.24,ZA,1707550818
514,margate,51.3813,1.3862,281.98,91,100,3.67,GB,1707550818
515,mount gambier,-37.8333,140.7667,291.97,61,4,4.56,AU,1707550818
516,jinchang,38.4953,102.1739,275.41,49,0,4.45,CN,1707550819
517,rantepao,-2.9701,119.8978,296.91,94,85,0.46,ID,1707550819
518,rio grande,-32.035,-52.0986,299.23,90,57,5.93,BR,1707550819
519,ketchikan,55.3422,-131.6461,278.14,87,100,4.12,US,1707550819
520,coron,11.9986,120.2043,303.19,59,59,2.74,PH,1707550819
521,nogliki,51.8333,143.1667,255.68,93,89,2.45,RU,1707550819
522,alessandria,44.8167,8.7,285.41,99,100,1.26,IT,1707550820
523,senekal,-28.3197,27.6208,297.71,40,0,3.22,ZA,1707550820
524,bayanaul,50.7889,75.6956,270.42,76,100,9.31,KZ,1707550820
525,allada,6.6655,2.1514,300.57,72,8,1.76,BJ,1707550820
526,ta`u,-14.2336,-169.5144,301.6,83,100,6.95,AS,1707550821
527,kuching,1.55,110.3333,302.61,92,40,1.03,MY,1707550821
528,esperanca,-7.0331,-35.8572,295.36,94,100,4.44,BR,1707550821
529,boden,65.8252,21.6886,253.15,100,100,0.5,SE,1707550821
530,robit,12.0167,39.6333,296.48,59,6,3.72,ET,1707550822
531,valle hermoso,25.6667,-97.8333,295.07,94,42,4.94,MX,1707550822
532,hasaki,35.7333,140.8333,286.09,57,77,2.38,JP,1707550822
533,ponta delgada,37.7333,-25.6667,288.55,94,75,4.63,PT,1707550823
534,parauna,-16.9478,-50.4486,295.17,85,100,2.09,BR,1707550823
535,albertina,-22.2008,-46.6158,291.41,85,100,2.02,BR,1707550823
536,awjilah,29.1081,21.2869,290.35,27,6,5.54,LY,1707550824
537,ceres,37.5949,-120.9577,281.44,84,0,4.12,US,1707550824
538,ulladulla,-35.35,150.4667,290.57,98,100,1.29,AU,1707550824
539,sao sepe,-30.1606,-53.5653,294.94,99,65,2.7,BR,1707550825
540,contai,21.7786,87.7536,300.62,17,2,4.26,IN,1707550825
